id,formation,time,col0,col1,col2,col3,col4,col5
4,Side_By_Side,0.0151506,0,0,0,0,0,0
5,Side_By_Side,0.0160742,0,0,0,0,0,0
6,Side_By_Side,0.0148069,0,0,0,0,0,0
7,Side_By_Side,0.0157349,0,0,0,0,0,0
8,Side_By_Side,0.0151474,0,0,0,0,0,0
9,Side_By_Side,0.0197884,0,0,0,0,0,0
10,Side_By_Side,0.0150976,0,0,0,0,0,0
11,Side_By_Side,0.0150923,0,0,0,0,0,0
12,Side_By_Side,0.0141775,0,0,0,0,0,0
13,Side_By_Side,0.0160488,0,0,0,0,0,0
14,Side_By_Side,0.0270373,0,0,0,0,0,0
15,Side_By_Side,0.0169181,0,0,0,0,0,0
16,Side_By_Side,0.0157775,0,0,0,0,0,0
17,Side_By_Side,0.0151803,0,0,0,0,0,0
18,Side_By_Side,0.0160152,0,0,0,0,0,0
19,Side_By_Side,0.0160435,0,0,0,0,0,0
20,Side_By_Side,0.0158299,0,0,0,0,0,0
21,Side_By_Side,0.0190879,0,0,0,0,0,0
22,Side_By_Side,0.0156403,0,0,0,0,0,0
23,Side_By_Side,0.0220003,0,0,0,0,0,0
24,Side_By_Side,0.015059,0,0,0,0,0,0
25,Side_By_Side,0.016275,0,0,0,0,0,0
26,Side_By_Side,0.0149988,0,0,0,0,0,0
27,Side_By_Side,0.0164914,0,0,0,0,0,0
28,Side_By_Side,0.0159084,0,0,0,0,0,0
29,Side_By_Side,0.0162733,0,0,0,0,0,0
30,Side_By_Side,0.0148841,0,0,0,0,0,0
1,Side_By_Side,6.410842,0,0,0,0,0,0
2,Side_By_Side,0.0166592,0,0,0,0,0,0
3,Side_By_Side,0.0150217,0,0,0,0,0,0
4,Side_By_Side,0.0150978,0,0,0,0,0,0
5,Side_By_Side,0.0153759,0,0,0,0,0,0
6,Side_By_Side,0.0147743,0,0,0,0,0,0
7,Side_By_Side,0.0150338,0,0,0,0,0,0
8,Side_By_Side,0.0149053,0,0,0,0,0,0
9,Side_By_Side,0.0189083,0,0,0,0,0,0
10,Side_By_Side,0.0154861,0,0,0,0,0,0
11,Side_By_Side,0.0160446,0,0,0,0,0,0
12,Side_By_Side,0.0151888,0,0,0,0,0,0
13,Side_By_Side,0.01528,0,0,0,0,0,0
14,Side_By_Side,0.0165735,0,0,0,0,0,0
15,Side_By_Side,0.0223451,0,0,0,0,0,0
16,Side_By_Side,0.0153413,0,0,0,0,0,0
17,Side_By_Side,0.0162554,0,0,0,0,0,0
18,Side_By_Side,0.0155943,0,0,0,0,0,0
19,Side_By_Side,0.01495,0,0,0,0,0,0
20,Side_By_Side,0.014115,0,0,0,0,0,0
21,Side_By_Side,0.0148506,0,0,0,0,0,0
22,Side_By_Side,0.0173037,0,0,0,0,0,0
23,Side_By_Side,0.0149269,0,0,0,0,0,0
24,Side_By_Side,0.0150801,0,0,0,0,0,0
25,Side_By_Side,0.0155042,0,0,0,0,0,0
26,Side_By_Side,0.0152659,0,0,0,0,0,0
27,Side_By_Side,0.0158156,0,0,0,0,0,0
28,Side_By_Side,0.0147427,0,0,0,0,0,0
29,Side_By_Side,0.0145875,0,0,0,0,0,0
30,Side_By_Side,0.0146236,0,0,0,0,0,0
1,Side_By_Side,5.224483,0,0,0,0,0,0
1,Side_By_Side,6.407578,0,0,0,0,0,0
2,Side_By_Side,0.0189321,0,0,0,0,0,0
3,Side_By_Side,0.0167799,0,0,0,0,0,0
4,Side_By_Side,0.0243554,0,0,0,0,0,0
5,Side_By_Side,0.0178209,0,0,0,0,0,0
6,Side_By_Side,0.0167115,0,0,0,0,0,0
7,Side_By_Side,0.0209783,0,0,0,0,0,0
8,Side_By_Side,0.0280357,0,0,0,0,0,0
9,Side_By_Side,0.0169728,0,0,0,0,0,0
10,Side_By_Side,0.0169268,0,0,0,0,0,0
11,Side_By_Side,0.0169749,0,0,0,0,0,0
12,Side_By_Side,0.0173766,0,0,0,0,0,0
13,Side_By_Side,0.0160795,0,0,0,0,0,0
14,Side_By_Side,0.0179342,0,0,0,0,0,0
15,Side_By_Side,0.0173743,0,0,0,0,0,0
16,Side_By_Side,0.0271847,0,0,0,0,0,0
17,Side_By_Side,0.0173885,0,0,0,0,0,0
18,Side_By_Side,0.0207613,0,0,0,0,0,0
19,Side_By_Side,0.0190209,0,0,0,0,0,0
20,Side_By_Side,0.0231448,0,0,0,0,0,0
21,Side_By_Side,0.0174139,0,0,0,0,0,0
22,Side_By_Side,0.0176945,0,0,0,0,0,0
23,Side_By_Side,0.0189443,0,0,0,0,0,0
24,Side_By_Side,0.0699667,0,0,0,0,0,0
25,Side_By_Side,0.0190107,0,0,0,0,0,0
26,Side_By_Side,0.0174582,0,0,0,0,0,0
27,Side_By_Side,0.0161619,0,0,0,0,0,0
28,Side_By_Side,0.0168502,0,0,0,0,0,0
29,Side_By_Side,0.0522954,0,0,0,0,0,0
30,Side_By_Side,0.0213282,0,0,0,0,0,0
1,Side_By_Side,6.209656,0,0,0,0,0,0
2,Side_By_Side,0.0197914,0,0,0,0,0,0
3,Side_By_Side,0.0187591,0,0,0,0,0,0
4,Side_By_Side,0.018986,0,0,0,0,0,0
5,Side_By_Side,0.0189613,0,0,0,0,0,0
6,Side_By_Side,0.0196712,0,0,0,0,0,0
7,Side_By_Side,0.0285971,0,0,0,0,0,0
8,Side_By_Side,0.0192968,0,0,0,0,0,0
9,Side_By_Side,0.0187157,0,0,0,0,0,0
10,Side_By_Side,0.0185615,0,0,0,0,0,0
11,Side_By_Side,0.0193958,0,0,0,0,0,0
12,Side_By_Side,0.0186256,0,0,0,0,0,0
13,Side_By_Side,0.0190305,0,0,0,0,0,0
14,Side_By_Side,0.0195814,0,0,0,0,0,0
15,Side_By_Side,0.0195121,0,0,0,0,0,0
16,Side_By_Side,0.0370694,0,0,0,0,0,0
17,Side_By_Side,0.0275706,0,0,0,0,0,0
18,Side_By_Side,0.0217527,0,0,0,0,0,0
19,Side_By_Side,0.0218885,0,0,0,0,0,0
20,Side_By_Side,0.0205547,0,0,0,0,0,0
21,Side_By_Side,0.02069,0,0,0,0,0,0
22,Side_By_Side,0.030581,0,0,0,0,0,0
23,Side_By_Side,0.0230579,0,0,0,0,0,0
24,Side_By_Side,0.0212978,0,0,0,0,0,0
25,Side_By_Side,0.0232663,0,0,0,0,0,0
26,Side_By_Side,0.0211418,0,0,0,0,0,0
27,Side_By_Side,0.0201938,0,0,0,0,0,0
28,Side_By_Side,0.0207353,0,0,0,0,0,0
29,Side_By_Side,0.0220573,0,0,0,0,0,0
30,Side_By_Side,0.0196759,0,0,0,0,0,0
1,Side_By_Side,6.211528,0,0,0,0,0,0
2,Side_By_Side,0.0205976,0,0,0,0,0,0
3,Side_By_Side,0.0187204,0,0,0,0,0,0
4,Side_By_Side,0.0188723,0,0,0,0,0,0
5,Side_By_Side,0.0187338,0,0,0,0,0,0
6,Side_By_Side,0.0190604,0,0,0,0,0,0
7,Side_By_Side,0.0188699,0,0,0,0,0,0
8,Side_By_Side,0.0300638,0,0,0,0,0,0
9,Side_By_Side,0.0195564,0,0,0,0,0,0
10,Side_By_Side,0.0192635,0,0,0,0,0,0
11,Side_By_Side,0.019305,0,0,0,0,0,0
12,Side_By_Side,0.019483,0,0,0,0,0,0
13,Side_By_Side,0.020128,0,0,0,0,0,0
14,Side_By_Side,0.0314299,0,0,0,0,0,0
15,Side_By_Side,0.0217706,0,0,0,0,0,0
16,Side_By_Side,0.0202285,0,0,0,0,0,0
17,Side_By_Side,0.0237491,0,0,0,0,0,0
18,Side_By_Side,0.0204306,0,0,0,0,0,0
19,Side_By_Side,0.0210099,0,0,0,0,0,0
20,Side_By_Side,0.0204994,0,0,0,0,0,0
21,Side_By_Side,0.0201776,0,0,0,0,0,0
22,Side_By_Side,0.0205865,0,0,0,0,0,0
23,Side_By_Side,0.0211982,0,0,0,0,0,0
24,Side_By_Side,0.0268447,0,0,0,0,0,0
25,Side_By_Side,0.0219704,0,0,0,0,0,0
26,Side_By_Side,0.0198666,0,0,0,0,0,0
27,Side_By_Side,0.0221669,0,0,0,0,0,0
28,Side_By_Side,0.0192445,0,0,0,0,0,0
29,Side_By_Side,0.0196428,0,0,0,0,0,0
30,Side_By_Side,0.0193926,0,0,0,0,0,0
